"","date","product","Sales"
"1503",2018-01-11,"Getting Started",169
"1504",2018-01-11,"Recipe Book",143
"1505",2018-01-12,"Advanced Techniques",232
"1506",2018-01-12,"For Kids: One Smart Goose",236
"1507",2018-01-12,"Getting Started",173
"1508",2018-01-12,"Recipe Book",149
"1509",2018-01-13,"Advanced Techniques",248
"1510",2018-01-13,"For Kids: One Smart Goose",263
"1511",2018-01-13,"Getting Started",189
"1512",2018-01-13,"Recipe Book",159
"1513",2018-01-14,"Advanced Techniques",258
"1514",2018-01-14,"For Kids: One Smart Goose",271
"1515",2018-01-14,"Getting Started",188
"1516",2018-01-14,"Recipe Book",168
"1517",2018-01-15,"Advanced Techniques",213
"1518",2018-01-15,"For Kids: One Smart Goose",222
"1519",2018-01-15,"Getting Started",158
"1520",2018-01-15,"Recipe Book",140
"1521",2018-01-16,"Advanced Techniques",215
"1522",2018-01-16,"For Kids: One Smart Goose",225
"1523",2018-01-16,"Getting Started",160
"1524",2018-01-16,"Recipe Book",133
"1525",2018-01-17,"Advanced Techniques",212
"1526",2018-01-17,"For Kids: One Smart Goose",223
"1527",2018-01-17,"Getting Started",160
"1528",2018-01-17,"Recipe Book",135
"1529",2018-01-18,"Advanced Techniques",216
"1530",2018-01-18,"For Kids: One Smart Goose",225
"1531",2018-01-18,"Getting Started",158
"1532",2018-01-18,"Recipe Book",137
"1533",2018-01-19,"Advanced Techniques",230
"1534",2018-01-19,"For Kids: One Smart Goose",242
"1535",2018-01-19,"Getting Started",167
"1536",2018-01-19,"Recipe Book",146
"1537",2018-01-20,"Advanced Techniques",249
"1538",2018-01-20,"For Kids: One Smart Goose",258
"1539",2018-01-20,"Getting Started",179
"1540",2018-01-20,"Recipe Book",161
"1541",2018-01-21,"Advanced Techniques",262
"1542",2018-01-21,"For Kids: One Smart Goose",272
"1543",2018-01-21,"Getting Started",192
"1544",2018-01-21,"Recipe Book",163
"1545",2018-01-22,"Advanced Techniques",218
"1546",2018-01-22,"For Kids: One Smart Goose",225
"1547",2018-01-22,"Getting Started",156
"1548",2018-01-22,"Recipe Book",135
"1549",2018-01-23,"Advanced Techniques",225
"1550",2018-01-23,"For Kids: One Smart Goose",222
"1551",2018-01-23,"Getting Started",156
"1552",2018-01-23,"Recipe Book",136
"1553",2018-01-24,"Advanced Techniques",216
"1554",2018-01-24,"For Kids: One Smart Goose",223
"1555",2018-01-24,"Getting Started",155
"1556",2018-01-24,"Recipe Book",139
"1557",2018-01-25,"Advanced Techniques",222
"1558",2018-01-25,"For Kids: One Smart Goose",225
"1559",2018-01-25,"Getting Started",159
"1560",2018-01-25,"Recipe Book",140
"1561",2018-01-26,"Advanced Techniques",233
"1562",2018-01-26,"For Kids: One Smart Goose",232
"1563",2018-01-26,"Getting Started",165
"1564",2018-01-26,"Recipe Book",146
"1565",2018-01-27,"Advanced Techniques",260
"1566",2018-01-27,"For Kids: One Smart Goose",261
"1567",2018-01-27,"Getting Started",174
"1568",2018-01-27,"Recipe Book",154
"1569",2018-01-28,"Advanced Techniques",277
"1570",2018-01-28,"For Kids: One Smart Goose",272
"1571",2018-01-28,"Getting Started",184
"1572",2018-01-28,"Recipe Book",161
"1573",2018-01-29,"Advanced Techniques",233
"1574",2018-01-29,"For Kids: One Smart Goose",229
"1575",2018-01-29,"Getting Started",151
"1576",2018-01-29,"Recipe Book",138
"1577",2018-01-30,"Advanced Techniques",228
"1578",2018-01-30,"For Kids: One Smart Goose",226
"1579",2018-01-30,"Getting Started",156
"1580",2018-01-30,"Recipe Book",140
"1581",2018-01-31,"Advanced Techniques",227
"1582",2018-01-31,"For Kids: One Smart Goose",229
"1583",2018-01-31,"Getting Started",156
"1584",2018-01-31,"Recipe Book",134
"1585",2018-02-01,"Advanced Techniques",230
"1586",2018-02-01,"For Kids: One Smart Goose",226
"1587",2018-02-01,"Getting Started",153
"1588",2018-02-01,"Recipe Book",130
"1589",2018-02-02,"Advanced Techniques",237
"1590",2018-02-02,"For Kids: One Smart Goose",229
"1591",2018-02-02,"Getting Started",161
"1592",2018-02-02,"Recipe Book",139
"1593",2018-02-03,"Advanced Techniques",271
"1594",2018-02-03,"For Kids: One Smart Goose",250
"1595",2018-02-03,"Getting Started",172
"1596",2018-02-03,"Recipe Book",153
"1597",2018-02-04,"Advanced Techniques",276
"1598",2018-02-04,"For Kids: One Smart Goose",260
"1599",2018-02-04,"Getting Started",183
"1600",2018-02-04,"Recipe Book",161
"1601",2018-02-05,"Advanced Techniques",233
"1602",2018-02-05,"For Kids: One Smart Goose",225
"1603",2018-02-05,"Getting Started",146
"1604",2018-02-05,"Recipe Book",134
"1605",2018-02-06,"Advanced Techniques",237
"1606",2018-02-06,"For Kids: One Smart Goose",228
"1607",2018-02-06,"Getting Started",149
"1608",2018-02-06,"Recipe Book",133
"1609",2018-02-07,"Advanced Techniques",228
"1610",2018-02-07,"For Kids: One Smart Goose",230
"1611",2018-02-07,"Getting Started",147
"1612",2018-02-07,"Recipe Book",135
"1613",2018-02-08,"Advanced Techniques",233
"1614",2018-02-08,"For Kids: One Smart Goose",226
"1615",2018-02-08,"Getting Started",150
"1616",2018-02-08,"Recipe Book",133
"1617",2018-02-09,"Advanced Techniques",237
"1618",2018-02-09,"For Kids: One Smart Goose",237
"1619",2018-02-09,"Getting Started",154
"1620",2018-02-09,"Recipe Book",140
"1621",2018-02-10,"Advanced Techniques",260
"1622",2018-02-10,"For Kids: One Smart Goose",263
"1623",2018-02-10,"Getting Started",169
"1624",2018-02-10,"Recipe Book",152
"1625",2018-02-11,"Advanced Techniques",287
"1626",2018-02-11,"For Kids: One Smart Goose",265
"1627",2018-02-11,"Getting Started",178
"1628",2018-02-11,"Recipe Book",162
"1629",2018-02-12,"Advanced Techniques",230
"1630",2018-02-12,"For Kids: One Smart Goose",222
"1631",2018-02-12,"Getting Started",148
"1632",2018-02-12,"Recipe Book",133
"1633",2018-02-13,"Advanced Techniques",230
"1634",2018-02-13,"For Kids: One Smart Goose",221
"1635",2018-02-13,"Getting Started",147
"1636",2018-02-13,"Recipe Book",133
"1637",2018-02-14,"Advanced Techniques",235
"1638",2018-02-14,"For Kids: One Smart Goose",225
"1639",2018-02-14,"Getting Started",147
"1640",2018-02-14,"Recipe Book",131
"1641",2018-02-15,"Advanced Techniques",229
"1642",2018-02-15,"For Kids: One Smart Goose",220
"1643",2018-02-15,"Getting Started",144
"1644",2018-02-15,"Recipe Book",133
"1645",2018-02-16,"Advanced Techniques",235
"1646",2018-02-16,"For Kids: One Smart Goose",239
"1647",2018-02-16,"Getting Started",155
"1648",2018-02-16,"Recipe Book",137
"1649",2018-02-17,"Advanced Techniques",280
"1650",2018-02-17,"For Kids: One Smart Goose",258
"1651",2018-02-17,"Getting Started",162
"1652",2018-02-17,"Recipe Book",151
"1653",2018-02-18,"Advanced Techniques",281
"1654",2018-02-18,"For Kids: One Smart Goose",278
"1655",2018-02-18,"Getting Started",175
"1656",2018-02-18,"Recipe Book",164
"1657",2018-02-19,"Advanced Techniques",238
"1658",2018-02-19,"For Kids: One Smart Goose",231
"1659",2018-02-19,"Getting Started",145
"1660",2018-02-19,"Recipe Book",130
"1661",2018-02-20,"Advanced Techniques",238
"1662",2018-02-20,"For Kids: One Smart Goose",220
"1663",2018-02-20,"Getting Started",143
"1664",2018-02-20,"Recipe Book",132
"1665",2018-02-21,"Advanced Techniques",242
"1666",2018-02-21,"For Kids: One Smart Goose",226
"1667",2018-02-21,"Getting Started",145
"1668",2018-02-21,"Recipe Book",133
"1669",2018-02-22,"Advanced Techniques",237
"1670",2018-02-22,"For Kids: One Smart Goose",222
"1671",2018-02-22,"Getting Started",146
"1672",2018-02-22,"Recipe Book",132
"1673",2018-02-23,"Advanced Techniques",254
"1674",2018-02-23,"For Kids: One Smart Goose",229
"1675",2018-02-23,"Getting Started",152
"1676",2018-02-23,"Recipe Book",141
"1677",2018-02-24,"Advanced Techniques",281
"1678",2018-02-24,"For Kids: One Smart Goose",262
"1679",2018-02-24,"Getting Started",162
"1680",2018-02-24,"Recipe Book",144
"1681",2018-02-25,"Advanced Techniques",291
"1682",2018-02-25,"For Kids: One Smart Goose",270
"1683",2018-02-25,"Getting Started",173
"1684",2018-02-25,"Recipe Book",155
"1685",2018-02-26,"Advanced Techniques",250
"1686",2018-02-26,"For Kids: One Smart Goose",230
"1687",2018-02-26,"Getting Started",143
"1688",2018-02-26,"Recipe Book",132
"1689",2018-02-27,"Advanced Techniques",248
"1690",2018-02-27,"For Kids: One Smart Goose",225
"1691",2018-02-27,"Getting Started",141
"1692",2018-02-27,"Recipe Book",131
"1693",2018-02-28,"Advanced Techniques",242
"1694",2018-02-28,"For Kids: One Smart Goose",225
"1695",2018-02-28,"Getting Started",141
"1696",2018-02-28,"Recipe Book",131
"1697",2018-03-01,"Advanced Techniques",242
"1698",2018-03-01,"For Kids: One Smart Goose",225
"1699",2018-03-01,"Getting Started",141
"1700",2018-03-01,"Recipe Book",132
"1701",2018-03-02,"Advanced Techniques",255
"1702",2018-03-02,"For Kids: One Smart Goose",236
"1703",2018-03-02,"Getting Started",151
"1704",2018-03-02,"Recipe Book",136
"1705",2018-03-03,"Advanced Techniques",280
"1706",2018-03-03,"For Kids: One Smart Goose",253
"1707",2018-03-03,"Getting Started",166
"1708",2018-03-03,"Recipe Book",154
"1709",2018-03-04,"Advanced Techniques",299
"1710",2018-03-04,"For Kids: One Smart Goose",277
"1711",2018-03-04,"Getting Started",165
"1712",2018-03-04,"Recipe Book",156
"1713",2018-03-05,"Advanced Techniques",244
"1714",2018-03-05,"For Kids: One Smart Goose",232
"1715",2018-03-05,"Getting Started",144
"1716",2018-03-05,"Recipe Book",134
"1717",2018-03-06,"Advanced Techniques",246
"1718",2018-03-06,"For Kids: One Smart Goose",231
"1719",2018-03-06,"Getting Started",142
"1720",2018-03-06,"Recipe Book",133
"1721",2018-03-07,"Advanced Techniques",234
"1722",2018-03-07,"For Kids: One Smart Goose",233
"1723",2018-03-07,"Getting Started",143
"1724",2018-03-07,"Recipe Book",129
"1725",2018-03-08,"Advanced Techniques",248
"1726",2018-03-08,"For Kids: One Smart Goose",229
"1727",2018-03-08,"Getting Started",140
"1728",2018-03-08,"Recipe Book",127
"1729",2018-03-09,"Advanced Techniques",260
"1730",2018-03-09,"For Kids: One Smart Goose",236
"1731",2018-03-09,"Getting Started",150
"1732",2018-03-09,"Recipe Book",138
"1733",2018-03-10,"Advanced Techniques",284
"1734",2018-03-10,"For Kids: One Smart Goose",265
"1735",2018-03-10,"Getting Started",162
"1736",2018-03-10,"Recipe Book",147
"1737",2018-03-11,"Advanced Techniques",296
"1738",2018-03-11,"For Kids: One Smart Goose",274
"1739",2018-03-11,"Getting Started",168
"1740",2018-03-11,"Recipe Book",150
"1741",2018-03-12,"Advanced Techniques",250
"1742",2018-03-12,"For Kids: One Smart Goose",221
"1743",2018-03-12,"Getting Started",144
"1744",2018-03-12,"Recipe Book",131
"1745",2018-03-13,"Advanced Techniques",249
"1746",2018-03-13,"For Kids: One Smart Goose",222
"1747",2018-03-13,"Getting Started",143
"1748",2018-03-13,"Recipe Book",128
"1749",2018-03-14,"Advanced Techniques",247
"1750",2018-03-14,"For Kids: One Smart Goose",229
"1751",2018-03-14,"Getting Started",140
"1752",2018-03-14,"Recipe Book",128
"1753",2018-03-15,"Advanced Techniques",246
"1754",2018-03-15,"For Kids: One Smart Goose",226
"1755",2018-03-15,"Getting Started",137
"1756",2018-03-15,"Recipe Book",127
"1757",2018-03-16,"Advanced Techniques",260
"1758",2018-03-16,"For Kids: One Smart Goose",246
"1759",2018-03-16,"Getting Started",146
"1760",2018-03-16,"Recipe Book",136
"1761",2018-03-17,"Advanced Techniques",278
"1762",2018-03-17,"For Kids: One Smart Goose",269
"1763",2018-03-17,"Getting Started",161
"1764",2018-03-17,"Recipe Book",145
"1765",2018-03-18,"Advanced Techniques",297
"1766",2018-03-18,"For Kids: One Smart Goose",271
"1767",2018-03-18,"Getting Started",170
"1768",2018-03-18,"Recipe Book",153
"1769",2018-03-19,"Advanced Techniques",245
"1770",2018-03-19,"For Kids: One Smart Goose",221
"1771",2018-03-19,"Getting Started",140
"1772",2018-03-19,"Recipe Book",125
"1773",2018-03-20,"Advanced Techniques",255
"1774",2018-03-20,"For Kids: One Smart Goose",219
"1775",2018-03-20,"Getting Started",139
"1776",2018-03-20,"Recipe Book",129
"1777",2018-03-21,"Advanced Techniques",253
"1778",2018-03-21,"For Kids: One Smart Goose",231
"1779",2018-03-21,"Getting Started",137
"1780",2018-03-21,"Recipe Book",127
"1781",2018-03-22,"Advanced Techniques",246
"1782",2018-03-22,"For Kids: One Smart Goose",232
"1783",2018-03-22,"Getting Started",142
"1784",2018-03-22,"Recipe Book",129
"1785",2018-03-23,"Advanced Techniques",267
"1786",2018-03-23,"For Kids: One Smart Goose",235
"1787",2018-03-23,"Getting Started",145
"1788",2018-03-23,"Recipe Book",131
"1789",2018-03-24,"Advanced Techniques",294
"1790",2018-03-24,"For Kids: One Smart Goose",264
"1791",2018-03-24,"Getting Started",157
"1792",2018-03-24,"Recipe Book",145
"1793",2018-03-25,"Advanced Techniques",295
"1794",2018-03-25,"For Kids: One Smart Goose",271
"1795",2018-03-25,"Getting Started",162
"1796",2018-03-25,"Recipe Book",152
"1797",2018-03-26,"Advanced Techniques",252
"1798",2018-03-26,"For Kids: One Smart Goose",233
"1799",2018-03-26,"Getting Started",139
"1800",2018-03-26,"Recipe Book",124
"1801",2018-03-27,"Advanced Techniques",258
"1802",2018-03-27,"For Kids: One Smart Goose",232
"1803",2018-03-27,"Getting Started",140
"1804",2018-03-27,"Recipe Book",123
"1805",2018-03-28,"Advanced Techniques",248
"1806",2018-03-28,"For Kids: One Smart Goose",233
"1807",2018-03-28,"Getting Started",142
"1808",2018-03-28,"Recipe Book",124
"1809",2018-03-29,"Advanced Techniques",247
"1810",2018-03-29,"For Kids: One Smart Goose",226
"1811",2018-03-29,"Getting Started",141
"1812",2018-03-29,"Recipe Book",126
"1813",2018-03-30,"Advanced Techniques",266
"1814",2018-03-30,"For Kids: One Smart Goose",236
"1815",2018-03-30,"Getting Started",149
"1816",2018-03-30,"Recipe Book",129
"1817",2018-03-31,"Advanced Techniques",291
"1818",2018-03-31,"For Kids: One Smart Goose",268
"1819",2018-03-31,"Getting Started",162
"1820",2018-03-31,"Recipe Book",144
"1821",2018-04-01,"Advanced Techniques",306
"1822",2018-04-01,"For Kids: One Smart Goose",293
"1823",2018-04-01,"Getting Started",169
"1824",2018-04-01,"Recipe Book",148
"1825",2018-04-02,"Advanced Techniques",260
"1826",2018-04-02,"For Kids: One Smart Goose",238
"1827",2018-04-02,"Getting Started",145
"1828",2018-04-02,"Recipe Book",127
"1829",2018-04-03,"Advanced Techniques",261
"1830",2018-04-03,"For Kids: One Smart Goose",246
"1831",2018-04-03,"Getting Started",149
"1832",2018-04-03,"Recipe Book",130
"1833",2018-04-04,"Advanced Techniques",276
"1834",2018-04-04,"For Kids: One Smart Goose",252
"1835",2018-04-04,"Getting Started",156
"1836",2018-04-04,"Recipe Book",134
"1837",2018-04-05,"Advanced Techniques",286
"1838",2018-04-05,"For Kids: One Smart Goose",259
"1839",2018-04-05,"Getting Started",158
"1840",2018-04-05,"Recipe Book",140
"1841",2018-04-06,"Advanced Techniques",304
"1842",2018-04-06,"For Kids: One Smart Goose",273
"1843",2018-04-06,"Getting Started",164
"1844",2018-04-06,"Recipe Book",146
"1845",2018-04-07,"Advanced Techniques",313
"1846",2018-04-07,"For Kids: One Smart Goose",297
"1847",2018-04-07,"Getting Started",186
"1848",2018-04-07,"Recipe Book",158
"1849",2018-04-08,"Advanced Techniques",321
"1850",2018-04-08,"For Kids: One Smart Goose",292
"1851",2018-04-08,"Getting Started",188
"1852",2018-04-08,"Recipe Book",159
"1853",2018-04-09,"Advanced Techniques",265
"1854",2018-04-09,"For Kids: One Smart Goose",241
"1855",2018-04-09,"Getting Started",144
"1856",2018-04-09,"Recipe Book",126
"1857",2018-04-10,"Advanced Techniques",250
"1858",2018-04-10,"For Kids: One Smart Goose",230
"1859",2018-04-10,"Getting Started",142
"1860",2018-04-10,"Recipe Book",125
"1861",2018-04-11,"Advanced Techniques",246
"1862",2018-04-11,"For Kids: One Smart Goose",231
"1863",2018-04-11,"Getting Started",141
"1864",2018-04-11,"Recipe Book",124
"1865",2018-04-12,"Advanced Techniques",242
"1866",2018-04-12,"For Kids: One Smart Goose",227
"1867",2018-04-12,"Getting Started",135
"1868",2018-04-12,"Recipe Book",122
"1869",2018-04-13,"Advanced Techniques",271
"1870",2018-04-13,"For Kids: One Smart Goose",238
"1871",2018-04-13,"Getting Started",146
"1872",2018-04-13,"Recipe Book",125
"1873",2018-04-14,"Advanced Techniques",286
"1874",2018-04-14,"For Kids: One Smart Goose",268
"1875",2018-04-14,"Getting Started",159
"1876",2018-04-14,"Recipe Book",138
"1877",2018-04-15,"Advanced Techniques",296
"1878",2018-04-15,"For Kids: One Smart Goose",272
"1879",2018-04-15,"Getting Started",165
"1880",2018-04-15,"Recipe Book",145
"1881",2018-04-16,"Advanced Techniques",244
"1882",2018-04-16,"For Kids: One Smart Goose",230
"1883",2018-04-16,"Getting Started",141
"1884",2018-04-16,"Recipe Book",120
"1885",2018-04-17,"Advanced Techniques",250
"1886",2018-04-17,"For Kids: One Smart Goose",226
"1887",2018-04-17,"Getting Started",138
"1888",2018-04-17,"Recipe Book",118
"1889",2018-04-18,"Advanced Techniques",248
"1890",2018-04-18,"For Kids: One Smart Goose",231
"1891",2018-04-18,"Getting Started",140
"1892",2018-04-18,"Recipe Book",118
"1893",2018-04-19,"Advanced Techniques",257
"1894",2018-04-19,"For Kids: One Smart Goose",227
"1895",2018-04-19,"Getting Started",141
"1896",2018-04-19,"Recipe Book",121
"1897",2018-04-20,"Advanced Techniques",260
"1898",2018-04-20,"For Kids: One Smart Goose",238
"1899",2018-04-20,"Getting Started",144
"1900",2018-04-20,"Recipe Book",122
"1901",2018-04-21,"Advanced Techniques",276
"1902",2018-04-21,"For Kids: One Smart Goose",270
"1903",2018-04-21,"Getting Started",163
"1904",2018-04-21,"Recipe Book",136
"1905",2018-04-22,"Advanced Techniques",299
"1906",2018-04-22,"For Kids: One Smart Goose",284
"1907",2018-04-22,"Getting Started",163
"1908",2018-04-22,"Recipe Book",138
"1909",2018-04-23,"Advanced Techniques",244
"1910",2018-04-23,"For Kids: One Smart Goose",229
"1911",2018-04-23,"Getting Started",143
"1912",2018-04-23,"Recipe Book",120
"1913",2018-04-24,"Advanced Techniques",242
"1914",2018-04-24,"For Kids: One Smart Goose",230
"1915",2018-04-24,"Getting Started",143
"1916",2018-04-24,"Recipe Book",115
"1917",2018-04-25,"Advanced Techniques",238
"1918",2018-04-25,"For Kids: One Smart Goose",231
"1919",2018-04-25,"Getting Started",142
"1920",2018-04-25,"Recipe Book",117
"1921",2018-04-26,"Advanced Techniques",248
"1922",2018-04-26,"For Kids: One Smart Goose",232
"1923",2018-04-26,"Getting Started",142
"1924",2018-04-26,"Recipe Book",118
"1925",2018-04-27,"Advanced Techniques",260
"1926",2018-04-27,"For Kids: One Smart Goose",245
"1927",2018-04-27,"Getting Started",156
"1928",2018-04-27,"Recipe Book",126
"1929",2018-04-28,"Advanced Techniques",289
"1930",2018-04-28,"For Kids: One Smart Goose",268
"1931",2018-04-28,"Getting Started",158
"1932",2018-04-28,"Recipe Book",138
"1933",2018-04-29,"Advanced Techniques",298
"1934",2018-04-29,"For Kids: One Smart Goose",281
"1935",2018-04-29,"Getting Started",175
"1936",2018-04-29,"Recipe Book",142
"1937",2018-04-30,"Advanced Techniques",250
"1938",2018-04-30,"For Kids: One Smart Goose",237
"1939",2018-04-30,"Getting Started",147
"1940",2018-04-30,"Recipe Book",122
"1941",2018-05-01,"Advanced Techniques",252
"1942",2018-05-01,"For Kids: One Smart Goose",238
"1943",2018-05-01,"Getting Started",147
"1944",2018-05-01,"Recipe Book",120
"1945",2018-05-02,"Advanced Techniques",258
"1946",2018-05-02,"For Kids: One Smart Goose",242
"1947",2018-05-02,"Getting Started",149
"1948",2018-05-02,"Recipe Book",120
"1949",2018-05-03,"Advanced Techniques",264
"1950",2018-05-03,"For Kids: One Smart Goose",252
"1951",2018-05-03,"Getting Started",152
"1952",2018-05-03,"Recipe Book",129
"1953",2018-05-04,"Advanced Techniques",290
"1954",2018-05-04,"For Kids: One Smart Goose",261
"1955",2018-05-04,"Getting Started",170
"1956",2018-05-04,"Recipe Book",136
"1957",2018-05-05,"Advanced Techniques",322
"1958",2018-05-05,"For Kids: One Smart Goose",310
"1959",2018-05-05,"Getting Started",187
"1960",2018-05-05,"Recipe Book",151
"1961",2018-05-06,"Advanced Techniques",340
"1962",2018-05-06,"For Kids: One Smart Goose",318
"1963",2018-05-06,"Getting Started",195
"1964",2018-05-06,"Recipe Book",150
"1965",2018-05-07,"Advanced Techniques",271
"1966",2018-05-07,"For Kids: One Smart Goose",261
"1967",2018-05-07,"Getting Started",157
"1968",2018-05-07,"Recipe Book",128
"1969",2018-05-08,"Advanced Techniques",257
"1970",2018-05-08,"For Kids: One Smart Goose",249
"1971",2018-05-08,"Getting Started",155
"1972",2018-05-08,"Recipe Book",123
"1973",2018-05-09,"Advanced Techniques",253
"1974",2018-05-09,"For Kids: One Smart Goose",244
"1975",2018-05-09,"Getting Started",146
"1976",2018-05-09,"Recipe Book",120
"1977",2018-05-10,"Advanced Techniques",248
"1978",2018-05-10,"For Kids: One Smart Goose",243
"1979",2018-05-10,"Getting Started",148
"1980",2018-05-10,"Recipe Book",116
"1981",2018-05-11,"Advanced Techniques",262
"1982",2018-05-11,"For Kids: One Smart Goose",254
"1983",2018-05-11,"Getting Started",152
"1984",2018-05-11,"Recipe Book",126
"1985",2018-05-12,"Advanced Techniques",292
"1986",2018-05-12,"For Kids: One Smart Goose",286
"1987",2018-05-12,"Getting Started",183
"1988",2018-05-12,"Recipe Book",140
"1989",2018-05-13,"Advanced Techniques",316
"1990",2018-05-13,"For Kids: One Smart Goose",302
"1991",2018-05-13,"Getting Started",189
"1992",2018-05-13,"Recipe Book",153
"1993",2018-05-14,"Advanced Techniques",264
"1994",2018-05-14,"For Kids: One Smart Goose",251
"1995",2018-05-14,"Getting Started",164
"1996",2018-05-14,"Recipe Book",122
"1997",2018-05-15,"Advanced Techniques",255
"1998",2018-05-15,"For Kids: One Smart Goose",257
"1999",2018-05-15,"Getting Started",165
"2000",2018-05-15,"Recipe Book",126
"2001",2018-05-16,"Advanced Techniques",259
"2002",2018-05-16,"For Kids: One Smart Goose",246
"2003",2018-05-16,"Getting Started",158
"2004",2018-05-16,"Recipe Book",123
"2005",2018-05-17,"Advanced Techniques",252
"2006",2018-05-17,"For Kids: One Smart Goose",237
"2007",2018-05-17,"Getting Started",156
"2008",2018-05-17,"Recipe Book",121
"2009",2018-05-18,"Advanced Techniques",263
"2010",2018-05-18,"For Kids: One Smart Goose",250
"2011",2018-05-18,"Getting Started",160
"2012",2018-05-18,"Recipe Book",118
"2013",2018-05-19,"Advanced Techniques",282
"2014",2018-05-19,"For Kids: One Smart Goose",277
"2015",2018-05-19,"Getting Started",172
"2016",2018-05-19,"Recipe Book",128
"2017",2018-05-20,"Advanced Techniques",281
"2018",2018-05-20,"For Kids: One Smart Goose",290
"2019",2018-05-20,"Getting Started",183
"2020",2018-05-20,"Recipe Book",140
"2021",2018-05-21,"Advanced Techniques",238
"2022",2018-05-21,"For Kids: One Smart Goose",235
"2023",2018-05-21,"Getting Started",152
"2024",2018-05-21,"Recipe Book",112
"2025",2018-05-22,"Advanced Techniques",247
"2026",2018-05-22,"For Kids: One Smart Goose",238
"2027",2018-05-22,"Getting Started",153
"2028",2018-05-22,"Recipe Book",116
"2029",2018-05-23,"Advanced Techniques",245
"2030",2018-05-23,"For Kids: One Smart Goose",240
"2031",2018-05-23,"Getting Started",153
"2032",2018-05-23,"Recipe Book",119
"2033",2018-05-24,"Advanced Techniques",258
"2034",2018-05-24,"For Kids: One Smart Goose",246
"2035",2018-05-24,"Getting Started",160
"2036",2018-05-24,"Recipe Book",120
"2037",2018-05-25,"Advanced Techniques",273
"2038",2018-05-25,"For Kids: One Smart Goose",269
"2039",2018-05-25,"Getting Started",169
"2040",2018-05-25,"Recipe Book",126
"2041",2018-05-26,"Advanced Techniques",292
"2042",2018-05-26,"For Kids: One Smart Goose",300
"2043",2018-05-26,"Getting Started",193
"2044",2018-05-26,"Recipe Book",138
"2045",2018-05-27,"Advanced Techniques",298
"2046",2018-05-27,"For Kids: One Smart Goose",293
"2047",2018-05-27,"Getting Started",198
"2048",2018-05-27,"Recipe Book",146
"2049",2018-05-28,"Advanced Techniques",241
"2050",2018-05-28,"For Kids: One Smart Goose",250
"2051",2018-05-28,"Getting Started",157
"2052",2018-05-28,"Recipe Book",118
"2053",2018-05-29,"Advanced Techniques",239
"2054",2018-05-29,"For Kids: One Smart Goose",235
"2055",2018-05-29,"Getting Started",154
"2056",2018-05-29,"Recipe Book",108
"2057",2018-05-30,"Advanced Techniques",234
"2058",2018-05-30,"For Kids: One Smart Goose",240
"2059",2018-05-30,"Getting Started",155
"2060",2018-05-30,"Recipe Book",108
"2061",2018-05-31,"Advanced Techniques",242
"2062",2018-05-31,"For Kids: One Smart Goose",238
"2063",2018-05-31,"Getting Started",154
"2064",2018-05-31,"Recipe Book",111
"2065",2018-06-01,"Advanced Techniques",246
"2066",2018-06-01,"For Kids: One Smart Goose",253
"2067",2018-06-01,"Getting Started",160
"2068",2018-06-01,"Recipe Book",118
"2069",2018-06-02,"Advanced Techniques",272
"2070",2018-06-02,"For Kids: One Smart Goose",263
"2071",2018-06-02,"Getting Started",183
"2072",2018-06-02,"Recipe Book",131
"2073",2018-06-03,"Advanced Techniques",277
"2074",2018-06-03,"For Kids: One Smart Goose",288
"2075",2018-06-03,"Getting Started",183
"2076",2018-06-03,"Recipe Book",132
"2077",2018-06-04,"Advanced Techniques",225
"2078",2018-06-04,"For Kids: One Smart Goose",240
"2079",2018-06-04,"Getting Started",159
"2080",2018-06-04,"Recipe Book",111
"2081",2018-06-05,"Advanced Techniques",229
"2082",2018-06-05,"For Kids: One Smart Goose",239
"2083",2018-06-05,"Getting Started",159
"2084",2018-06-05,"Recipe Book",111
"2085",2018-06-06,"Advanced Techniques",229
"2086",2018-06-06,"For Kids: One Smart Goose",242
"2087",2018-06-06,"Getting Started",159
"2088",2018-06-06,"Recipe Book",114
"2089",2018-06-07,"Advanced Techniques",232
"2090",2018-06-07,"For Kids: One Smart Goose",227
"2091",2018-06-07,"Getting Started",155
"2092",2018-06-07,"Recipe Book",110
"2093",2018-06-08,"Advanced Techniques",242
"2094",2018-06-08,"For Kids: One Smart Goose",240
"2095",2018-06-08,"Getting Started",165
"2096",2018-06-08,"Recipe Book",115
"2097",2018-06-09,"Advanced Techniques",266
"2098",2018-06-09,"For Kids: One Smart Goose",275
"2099",2018-06-09,"Getting Started",181
"2100",2018-06-09,"Recipe Book",128
"2101",2018-06-10,"Advanced Techniques",268
"2102",2018-06-10,"For Kids: One Smart Goose",287
"2103",2018-06-10,"Getting Started",192
"2104",2018-06-10,"Recipe Book",137
"2105",2018-06-11,"Advanced Techniques",227
"2106",2018-06-11,"For Kids: One Smart Goose",238
"2107",2018-06-11,"Getting Started",153
"2108",2018-06-11,"Recipe Book",109
"2109",2018-06-12,"Advanced Techniques",228
"2110",2018-06-12,"For Kids: One Smart Goose",237
"2111",2018-06-12,"Getting Started",156
"2112",2018-06-12,"Recipe Book",110
"2113",2018-06-13,"Advanced Techniques",221
"2114",2018-06-13,"For Kids: One Smart Goose",239
"2115",2018-06-13,"Getting Started",155
"2116",2018-06-13,"Recipe Book",109
"2117",2018-06-14,"Advanced Techniques",227
