"","row_id","Sales","date","country","store","product"
"3407",73534,170,2021-03-12,"Spain","KaggleRama","Recipe Book"
"3408",73535,234,2021-03-12,"Spain","KaggleRama","For Kids: One Smart Goose"
"3409",73536,488,2021-03-13,"Belgium","KaggleMart","Advanced Techniques"
"3410",73537,289,2021-03-13,"Belgium","KaggleMart","Getting Started"
"3411",73538,266,2021-03-13,"Belgium","KaggleMart","Recipe Book"
"3412",73539,433,2021-03-13,"Belgium","KaggleMart","For Kids: One Smart Goose"
"3413",73540,170,2021-03-13,"Belgium","KaggleRama","Advanced Techniques"
"3414",73541,102,2021-03-13,"Belgium","KaggleRama","Getting Started"
"3415",73542,92,2021-03-13,"Belgium","KaggleRama","Recipe Book"
"3416",73543,157,2021-03-13,"Belgium","KaggleRama","For Kids: One Smart Goose"
"3417",73544,779,2021-03-13,"France","KaggleMart","Advanced Techniques"
"3418",73545,354,2021-03-13,"France","KaggleMart","Getting Started"
"3419",73546,307,2021-03-13,"France","KaggleMart","Recipe Book"
"3420",73547,773,2021-03-13,"France","KaggleMart","For Kids: One Smart Goose"
"3421",73548,209,2021-03-13,"France","KaggleRama","Advanced Techniques"
"3422",73549,115,2021-03-13,"France","KaggleRama","Getting Started"
"3423",73550,101,2021-03-13,"France","KaggleRama","Recipe Book"
"3424",73551,180,2021-03-13,"France","KaggleRama","For Kids: One Smart Goose"
"3425",73552,534,2021-03-13,"Germany","KaggleMart","Advanced Techniques"
"3426",73553,303,2021-03-13,"Germany","KaggleMart","Getting Started"
"3427",73554,256,2021-03-13,"Germany","KaggleMart","Recipe Book"
"3428",73555,451,2021-03-13,"Germany","KaggleMart","For Kids: One Smart Goose"
"3429",73556,182,2021-03-13,"Germany","KaggleRama","Advanced Techniques"
"3430",73557,100,2021-03-13,"Germany","KaggleRama","Getting Started"
"3431",73558,94,2021-03-13,"Germany","KaggleRama","Recipe Book"
"3432",73559,149,2021-03-13,"Germany","KaggleRama","For Kids: One Smart Goose"
"3433",73560,1039,2021-03-13,"Italy","KaggleMart","Advanced Techniques"
"3434",73561,408,2021-03-13,"Italy","KaggleMart","Getting Started"
"3435",73562,439,2021-03-13,"Italy","KaggleMart","Recipe Book"
"3436",73563,709,2021-03-13,"Italy","KaggleMart","For Kids: One Smart Goose"
"3437",73564,377,2021-03-13,"Italy","KaggleRama","Advanced Techniques"
"3438",73565,143,2021-03-13,"Italy","KaggleRama","Getting Started"
"3439",73566,145,2021-03-13,"Italy","KaggleRama","Recipe Book"
"3440",73567,234,2021-03-13,"Italy","KaggleRama","For Kids: One Smart Goose"
"3441",73568,4429,2021-03-13,"Poland","KaggleMart","Advanced Techniques"
"3442",73569,1779,2021-03-13,"Poland","KaggleMart","Getting Started"
"3443",73570,1909,2021-03-13,"Poland","KaggleMart","Recipe Book"
"3444",73571,2398,2021-03-13,"Poland","KaggleMart","For Kids: One Smart Goose"
"3445",73572,1148,2021-03-13,"Poland","KaggleRama","Advanced Techniques"
"3446",73573,476,2021-03-13,"Poland","KaggleRama","Getting Started"
"3447",73574,535,2021-03-13,"Poland","KaggleRama","Recipe Book"
"3448",73575,747,2021-03-13,"Poland","KaggleRama","For Kids: One Smart Goose"
"3449",73576,1020,2021-03-13,"Spain","KaggleMart","Advanced Techniques"
"3450",73577,530,2021-03-13,"Spain","KaggleMart","Getting Started"
"3451",73578,606,2021-03-13,"Spain","KaggleMart","Recipe Book"
"3452",73579,751,2021-03-13,"Spain","KaggleMart","For Kids: One Smart Goose"
"3453",73580,364,2021-03-13,"Spain","KaggleRama","Advanced Techniques"
"3454",73581,183,2021-03-13,"Spain","KaggleRama","Getting Started"
"3455",73582,203,2021-03-13,"Spain","KaggleRama","Recipe Book"
"3456",73583,270,2021-03-13,"Spain","KaggleRama","For Kids: One Smart Goose"
"3457",73584,515,2021-03-14,"Belgium","KaggleMart","Advanced Techniques"
"3458",73585,297,2021-03-14,"Belgium","KaggleMart","Getting Started"
"3459",73586,273,2021-03-14,"Belgium","KaggleMart","Recipe Book"
"3460",73587,440,2021-03-14,"Belgium","KaggleMart","For Kids: One Smart Goose"
"3461",73588,182,2021-03-14,"Belgium","KaggleRama","Advanced Techniques"
"3462",73589,105,2021-03-14,"Belgium","KaggleRama","Getting Started"
"3463",73590,96,2021-03-14,"Belgium","KaggleRama","Recipe Book"
"3464",73591,163,2021-03-14,"Belgium","KaggleRama","For Kids: One Smart Goose"
"3465",73592,822,2021-03-14,"France","KaggleMart","Advanced Techniques"
"3466",73593,366,2021-03-14,"France","KaggleMart","Getting Started"
"3467",73594,326,2021-03-14,"France","KaggleMart","Recipe Book"
"3468",73595,828,2021-03-14,"France","KaggleMart","For Kids: One Smart Goose"
"3469",73596,223,2021-03-14,"France","KaggleRama","Advanced Techniques"
"3470",73597,118,2021-03-14,"France","KaggleRama","Getting Started"
"3471",73598,106,2021-03-14,"France","KaggleRama","Recipe Book"
"3472",73599,189,2021-03-14,"France","KaggleRama","For Kids: One Smart Goose"
"3473",73600,561,2021-03-14,"Germany","KaggleMart","Advanced Techniques"
"3474",73601,313,2021-03-14,"Germany","KaggleMart","Getting Started"
"3475",73602,275,2021-03-14,"Germany","KaggleMart","Recipe Book"
"3476",73603,464,2021-03-14,"Germany","KaggleMart","For Kids: One Smart Goose"
"3477",73604,194,2021-03-14,"Germany","KaggleRama","Advanced Techniques"
"3478",73605,103,2021-03-14,"Germany","KaggleRama","Getting Started"
"3479",73606,96,2021-03-14,"Germany","KaggleRama","Recipe Book"
"3480",73607,152,2021-03-14,"Germany","KaggleRama","For Kids: One Smart Goose"
"3481",73608,1129,2021-03-14,"Italy","KaggleMart","Advanced Techniques"
"3482",73609,427,2021-03-14,"Italy","KaggleMart","Getting Started"
"3483",73610,455,2021-03-14,"Italy","KaggleMart","Recipe Book"
"3484",73611,765,2021-03-14,"Italy","KaggleMart","For Kids: One Smart Goose"
"3485",73612,406,2021-03-14,"Italy","KaggleRama","Advanced Techniques"
"3486",73613,146,2021-03-14,"Italy","KaggleRama","Getting Started"
"3487",73614,152,2021-03-14,"Italy","KaggleRama","Recipe Book"
"3488",73615,242,2021-03-14,"Italy","KaggleRama","For Kids: One Smart Goose"
"3489",73616,4626,2021-03-14,"Poland","KaggleMart","Advanced Techniques"
"3490",73617,1825,2021-03-14,"Poland","KaggleMart","Getting Started"
"3491",73618,2090,2021-03-14,"Poland","KaggleMart","Recipe Book"
"3492",73619,2563,2021-03-14,"Poland","KaggleMart","For Kids: One Smart Goose"
"3493",73620,1184,2021-03-14,"Poland","KaggleRama","Advanced Techniques"
"3494",73621,504,2021-03-14,"Poland","KaggleRama","Getting Started"
"3495",73622,572,2021-03-14,"Poland","KaggleRama","Recipe Book"
"3496",73623,799,2021-03-14,"Poland","KaggleRama","For Kids: One Smart Goose"
"3497",73624,1106,2021-03-14,"Spain","KaggleMart","Advanced Techniques"
"3498",73625,542,2021-03-14,"Spain","KaggleMart","Getting Started"
"3499",73626,661,2021-03-14,"Spain","KaggleMart","Recipe Book"
"3500",73627,758,2021-03-14,"Spain","KaggleMart","For Kids: One Smart Goose"
"3501",73628,398,2021-03-14,"Spain","KaggleRama","Advanced Techniques"
"3502",73629,189,2021-03-14,"Spain","KaggleRama","Getting Started"
"3503",73630,219,2021-03-14,"Spain","KaggleRama","Recipe Book"
"3504",73631,280,2021-03-14,"Spain","KaggleRama","For Kids: One Smart Goose"
"3505",73632,410,2021-03-15,"Belgium","KaggleMart","Advanced Techniques"
"3506",73633,263,2021-03-15,"Belgium","KaggleMart","Getting Started"
"3507",73634,222,2021-03-15,"Belgium","KaggleMart","Recipe Book"
"3508",73635,377,2021-03-15,"Belgium","KaggleMart","For Kids: One Smart Goose"
"3509",73636,140,2021-03-15,"Belgium","KaggleRama","Advanced Techniques"
"3510",73637,90,2021-03-15,"Belgium","KaggleRama","Getting Started"
"3511",73638,79,2021-03-15,"Belgium","KaggleRama","Recipe Book"
"3512",73639,140,2021-03-15,"Belgium","KaggleRama","For Kids: One Smart Goose"
"3513",73640,608,2021-03-15,"France","KaggleMart","Advanced Techniques"
"3514",73641,308,2021-03-15,"France","KaggleMart","Getting Started"
"3515",73642,262,2021-03-15,"France","KaggleMart","Recipe Book"
"3516",73643,633,2021-03-15,"France","KaggleMart","For Kids: One Smart Goose"
"3517",73644,171,2021-03-15,"France","KaggleRama","Advanced Techniques"
"3518",73645,102,2021-03-15,"France","KaggleRama","Getting Started"
"3519",73646,86,2021-03-15,"France","KaggleRama","Recipe Book"
"3520",73647,159,2021-03-15,"France","KaggleRama","For Kids: One Smart Goose"
"3521",73648,444,2021-03-15,"Germany","KaggleMart","Advanced Techniques"
"3522",73649,268,2021-03-15,"Germany","KaggleMart","Getting Started"
"3523",73650,229,2021-03-15,"Germany","KaggleMart","Recipe Book"
"3524",73651,394,2021-03-15,"Germany","KaggleMart","For Kids: One Smart Goose"
"3525",73652,150,2021-03-15,"Germany","KaggleRama","Advanced Techniques"
"3526",73653,90,2021-03-15,"Germany","KaggleRama","Getting Started"
"3527",73654,79,2021-03-15,"Germany","KaggleRama","Recipe Book"
"3528",73655,130,2021-03-15,"Germany","KaggleRama","For Kids: One Smart Goose"
"3529",73656,824,2021-03-15,"Italy","KaggleMart","Advanced Techniques"
"3530",73657,353,2021-03-15,"Italy","KaggleMart","Getting Started"
"3531",73658,353,2021-03-15,"Italy","KaggleMart","Recipe Book"
"3532",73659,572,2021-03-15,"Italy","KaggleMart","For Kids: One Smart Goose"
"3533",73660,288,2021-03-15,"Italy","KaggleRama","Advanced Techniques"
"3534",73661,120,2021-03-15,"Italy","KaggleRama","Getting Started"
"3535",73662,118,2021-03-15,"Italy","KaggleRama","Recipe Book"
"3536",73663,190,2021-03-15,"Italy","KaggleRama","For Kids: One Smart Goose"
"3537",73664,3658,2021-03-15,"Poland","KaggleMart","Advanced Techniques"
"3538",73665,1489,2021-03-15,"Poland","KaggleMart","Getting Started"
"3539",73666,1540,2021-03-15,"Poland","KaggleMart","Recipe Book"
"3540",73667,2002,2021-03-15,"Poland","KaggleMart","For Kids: One Smart Goose"
"3541",73668,955,2021-03-15,"Poland","KaggleRama","Advanced Techniques"
"3542",73669,392,2021-03-15,"Poland","KaggleRama","Getting Started"
"3543",73670,448,2021-03-15,"Poland","KaggleRama","Recipe Book"
"3544",73671,636,2021-03-15,"Poland","KaggleRama","For Kids: One Smart Goose"
"3545",73672,813,2021-03-15,"Spain","KaggleMart","Advanced Techniques"
"3546",73673,428,2021-03-15,"Spain","KaggleMart","Getting Started"
"3547",73674,482,2021-03-15,"Spain","KaggleMart","Recipe Book"
"3548",73675,613,2021-03-15,"Spain","KaggleMart","For Kids: One Smart Goose"
"3549",73676,302,2021-03-15,"Spain","KaggleRama","Advanced Techniques"
"3550",73677,160,2021-03-15,"Spain","KaggleRama","Getting Started"
"3551",73678,160,2021-03-15,"Spain","KaggleRama","Recipe Book"
"3552",73679,222,2021-03-15,"Spain","KaggleRama","For Kids: One Smart Goose"
"3553",73680,414,2021-03-16,"Belgium","KaggleMart","Advanced Techniques"
"3554",73681,263,2021-03-16,"Belgium","KaggleMart","Getting Started"
"3555",73682,226,2021-03-16,"Belgium","KaggleMart","Recipe Book"
"3556",73683,378,2021-03-16,"Belgium","KaggleMart","For Kids: One Smart Goose"
"3557",73684,144,2021-03-16,"Belgium","KaggleRama","Advanced Techniques"
"3558",73685,90,2021-03-16,"Belgium","KaggleRama","Getting Started"
"3559",73686,81,2021-03-16,"Belgium","KaggleRama","Recipe Book"
"3560",73687,139,2021-03-16,"Belgium","KaggleRama","For Kids: One Smart Goose"
"3561",73688,594,2021-03-16,"France","KaggleMart","Advanced Techniques"
"3562",73689,306,2021-03-16,"France","KaggleMart","Getting Started"
"3563",73690,265,2021-03-16,"France","KaggleMart","Recipe Book"
"3564",73691,648,2021-03-16,"France","KaggleMart","For Kids: One Smart Goose"
"3565",73692,172,2021-03-16,"France","KaggleRama","Advanced Techniques"
"3566",73693,102,2021-03-16,"France","KaggleRama","Getting Started"
"3567",73694,89,2021-03-16,"France","KaggleRama","Recipe Book"
"3568",73695,158,2021-03-16,"France","KaggleRama","For Kids: One Smart Goose"
"3569",73696,435,2021-03-16,"Germany","KaggleMart","Advanced Techniques"
"3570",73697,269,2021-03-16,"Germany","KaggleMart","Getting Started"
"3571",73698,227,2021-03-16,"Germany","KaggleMart","Recipe Book"
"3572",73699,401,2021-03-16,"Germany","KaggleMart","For Kids: One Smart Goose"
"3573",73700,153,2021-03-16,"Germany","KaggleRama","Advanced Techniques"
"3574",73701,89,2021-03-16,"Germany","KaggleRama","Getting Started"
"3575",73702,79,2021-03-16,"Germany","KaggleRama","Recipe Book"
"3576",73703,131,2021-03-16,"Germany","KaggleRama","For Kids: One Smart Goose"
"3577",73704,827,2021-03-16,"Italy","KaggleMart","Advanced Techniques"
"3578",73705,355,2021-03-16,"Italy","KaggleMart","Getting Started"
"3579",73706,347,2021-03-16,"Italy","KaggleMart","Recipe Book"
"3580",73707,603,2021-03-16,"Italy","KaggleMart","For Kids: One Smart Goose"
"3581",73708,292,2021-03-16,"Italy","KaggleRama","Advanced Techniques"
"3582",73709,123,2021-03-16,"Italy","KaggleRama","Getting Started"
"3583",73710,118,2021-03-16,"Italy","KaggleRama","Recipe Book"
"3584",73711,194,2021-03-16,"Italy","KaggleRama","For Kids: One Smart Goose"
"3585",73712,3673,2021-03-16,"Poland","KaggleMart","Advanced Techniques"
"3586",73713,1531,2021-03-16,"Poland","KaggleMart","Getting Started"
"3587",73714,1487,2021-03-16,"Poland","KaggleMart","Recipe Book"
"3588",73715,2075,2021-03-16,"Poland","KaggleMart","For Kids: One Smart Goose"
"3589",73716,957,2021-03-16,"Poland","KaggleRama","Advanced Techniques"
"3590",73717,409,2021-03-16,"Poland","KaggleRama","Getting Started"
"3591",73718,438,2021-03-16,"Poland","KaggleRama","Recipe Book"
"3592",73719,657,2021-03-16,"Poland","KaggleRama","For Kids: One Smart Goose"
"3593",73720,809,2021-03-16,"Spain","KaggleMart","Advanced Techniques"
"3594",73721,435,2021-03-16,"Spain","KaggleMart","Getting Started"
"3595",73722,472,2021-03-16,"Spain","KaggleMart","Recipe Book"
"3596",73723,622,2021-03-16,"Spain","KaggleMart","For Kids: One Smart Goose"
"3597",73724,297,2021-03-16,"Spain","KaggleRama","Advanced Techniques"
"3598",73725,160,2021-03-16,"Spain","KaggleRama","Getting Started"
"3599",73726,160,2021-03-16,"Spain","KaggleRama","Recipe Book"
"3600",73727,226,2021-03-16,"Spain","KaggleRama","For Kids: One Smart Goose"
"3601",73728,415,2021-03-17,"Belgium","KaggleMart","Advanced Techniques"
"3602",73729,262,2021-03-17,"Belgium","KaggleMart","Getting Started"
"3603",73730,227,2021-03-17,"Belgium","KaggleMart","Recipe Book"
"3604",73731,375,2021-03-17,"Belgium","KaggleMart","For Kids: One Smart Goose"
"3605",73732,142,2021-03-17,"Belgium","KaggleRama","Advanced Techniques"
"3606",73733,90,2021-03-17,"Belgium","KaggleRama","Getting Started"
"3607",73734,79,2021-03-17,"Belgium","KaggleRama","Recipe Book"
"3608",73735,141,2021-03-17,"Belgium","KaggleRama","For Kids: One Smart Goose"
"3609",73736,602,2021-03-17,"France","KaggleMart","Advanced Techniques"
"3610",73737,317,2021-03-17,"France","KaggleMart","Getting Started"
"3611",73738,264,2021-03-17,"France","KaggleMart","Recipe Book"
"3612",73739,652,2021-03-17,"France","KaggleMart","For Kids: One Smart Goose"
"3613",73740,172,2021-03-17,"France","KaggleRama","Advanced Techniques"
"3614",73741,99,2021-03-17,"France","KaggleRama","Getting Started"
"3615",73742,87,2021-03-17,"France","KaggleRama","Recipe Book"
"3616",73743,156,2021-03-17,"France","KaggleRama","For Kids: One Smart Goose"
"3617",73744,450,2021-03-17,"Germany","KaggleMart","Advanced Techniques"
"3618",73745,271,2021-03-17,"Germany","KaggleMart","Getting Started"
"3619",73746,229,2021-03-17,"Germany","KaggleMart","Recipe Book"
"3620",73747,395,2021-03-17,"Germany","KaggleMart","For Kids: One Smart Goose"
"3621",73748,157,2021-03-17,"Germany","KaggleRama","Advanced Techniques"
"3622",73749,90,2021-03-17,"Germany","KaggleRama","Getting Started"
"3623",73750,83,2021-03-17,"Germany","KaggleRama","Recipe Book"
"3624",73751,129,2021-03-17,"Germany","KaggleRama","For Kids: One Smart Goose"
"3625",73752,830,2021-03-17,"Italy","KaggleMart","Advanced Techniques"
"3626",73753,357,2021-03-17,"Italy","KaggleMart","Getting Started"
"3627",73754,356,2021-03-17,"Italy","KaggleMart","Recipe Book"
"3628",73755,594,2021-03-17,"Italy","KaggleMart","For Kids: One Smart Goose"
"3629",73756,290,2021-03-17,"Italy","KaggleRama","Advanced Techniques"
"3630",73757,120,2021-03-17,"Italy","KaggleRama","Getting Started"
"3631",73758,119,2021-03-17,"Italy","KaggleRama","Recipe Book"
"3632",73759,194,2021-03-17,"Italy","KaggleRama","For Kids: One Smart Goose"
"3633",73760,3686,2021-03-17,"Poland","KaggleMart","Advanced Techniques"
"3634",73761,1521,2021-03-17,"Poland","KaggleMart","Getting Started"
"3635",73762,1609,2021-03-17,"Poland","KaggleMart","Recipe Book"
"3636",73763,2106,2021-03-17,"Poland","KaggleMart","For Kids: One Smart Goose"
"3637",73764,951,2021-03-17,"Poland","KaggleRama","Advanced Techniques"
"3638",73765,405,2021-03-17,"Poland","KaggleRama","Getting Started"
"3639",73766,459,2021-03-17,"Poland","KaggleRama","Recipe Book"
"3640",73767,655,2021-03-17,"Poland","KaggleRama","For Kids: One Smart Goose"
"3641",73768,803,2021-03-17,"Spain","KaggleMart","Advanced Techniques"
"3642",73769,450,2021-03-17,"Spain","KaggleMart","Getting Started"
"3643",73770,470,2021-03-17,"Spain","KaggleMart","Recipe Book"
"3644",73771,625,2021-03-17,"Spain","KaggleMart","For Kids: One Smart Goose"
"3645",73772,304,2021-03-17,"Spain","KaggleRama","Advanced Techniques"
"3646",73773,160,2021-03-17,"Spain","KaggleRama","Getting Started"
"3647",73774,165,2021-03-17,"Spain","KaggleRama","Recipe Book"
"3648",73775,228,2021-03-17,"Spain","KaggleRama","For Kids: One Smart Goose"
"3649",73776,425,2021-03-18,"Belgium","KaggleMart","Advanced Techniques"
"3650",73777,257,2021-03-18,"Belgium","KaggleMart","Getting Started"
"3651",73778,226,2021-03-18,"Belgium","KaggleMart","Recipe Book"
"3652",73779,375,2021-03-18,"Belgium","KaggleMart","For Kids: One Smart Goose"
"3653",73780,145,2021-03-18,"Belgium","KaggleRama","Advanced Techniques"
"3654",73781,90,2021-03-18,"Belgium","KaggleRama","Getting Started"
"3655",73782,80,2021-03-18,"Belgium","KaggleRama","Recipe Book"
"3656",73783,139,2021-03-18,"Belgium","KaggleRama","For Kids: One Smart Goose"
"3657",73784,616,2021-03-18,"France","KaggleMart","Advanced Techniques"
"3658",73785,310,2021-03-18,"France","KaggleMart","Getting Started"
"3659",73786,266,2021-03-18,"France","KaggleMart","Recipe Book"
"3660",73787,654,2021-03-18,"France","KaggleMart","For Kids: One Smart Goose"
"3661",73788,174,2021-03-18,"France","KaggleRama","Advanced Techniques"
"3662",73789,101,2021-03-18,"France","KaggleRama","Getting Started"
"3663",73790,88,2021-03-18,"France","KaggleRama","Recipe Book"
"3664",73791,155,2021-03-18,"France","KaggleRama","For Kids: One Smart Goose"
"3665",73792,436,2021-03-18,"Germany","KaggleMart","Advanced Techniques"
"3666",73793,274,2021-03-18,"Germany","KaggleMart","Getting Started"
"3667",73794,223,2021-03-18,"Germany","KaggleMart","Recipe Book"
"3668",73795,402,2021-03-18,"Germany","KaggleMart","For Kids: One Smart Goose"
"3669",73796,154,2021-03-18,"Germany","KaggleRama","Advanced Techniques"
"3670",73797,90,2021-03-18,"Germany","KaggleRama","Getting Started"
"3671",73798,81,2021-03-18,"Germany","KaggleRama","Recipe Book"
"3672",73799,130,2021-03-18,"Germany","KaggleRama","For Kids: One Smart Goose"
"3673",73800,848,2021-03-18,"Italy","KaggleMart","Advanced Techniques"
"3674",73801,351,2021-03-18,"Italy","KaggleMart","Getting Started"
"3675",73802,347,2021-03-18,"Italy","KaggleMart","Recipe Book"
"3676",73803,597,2021-03-18,"Italy","KaggleMart","For Kids: One Smart Goose"
"3677",73804,287,2021-03-18,"Italy","KaggleRama","Advanced Techniques"
"3678",73805,125,2021-03-18,"Italy","KaggleRama","Getting Started"
"3679",73806,119,2021-03-18,"Italy","KaggleRama","Recipe Book"
"3680",73807,196,2021-03-18,"Italy","KaggleRama","For Kids: One Smart Goose"
"3681",73808,3748,2021-03-18,"Poland","KaggleMart","Advanced Techniques"
"3682",73809,1533,2021-03-18,"Poland","KaggleMart","Getting Started"
"3683",73810,1549,2021-03-18,"Poland","KaggleMart","Recipe Book"
"3684",73811,2099,2021-03-18,"Poland","KaggleMart","For Kids: One Smart Goose"
"3685",73812,964,2021-03-18,"Poland","KaggleRama","Advanced Techniques"
"3686",73813,410,2021-03-18,"Poland","KaggleRama","Getting Started"
"3687",73814,440,2021-03-18,"Poland","KaggleRama","Recipe Book"
"3688",73815,662,2021-03-18,"Poland","KaggleRama","For Kids: One Smart Goose"
"3689",73816,808,2021-03-18,"Spain","KaggleMart","Advanced Techniques"
"3690",73817,445,2021-03-18,"Spain","KaggleMart","Getting Started"
"3691",73818,479,2021-03-18,"Spain","KaggleMart","Recipe Book"
"3692",73819,611,2021-03-18,"Spain","KaggleMart","For Kids: One Smart Goose"
"3693",73820,303,2021-03-18,"Spain","KaggleRama","Advanced Techniques"
"3694",73821,158,2021-03-18,"Spain","KaggleRama","Getting Started"
"3695",73822,161,2021-03-18,"Spain","KaggleRama","Recipe Book"
"3696",73823,226,2021-03-18,"Spain","KaggleRama","For Kids: One Smart Goose"
"3697",73824,443,2021-03-19,"Belgium","KaggleMart","Advanced Techniques"
"3698",73825,271,2021-03-19,"Belgium","KaggleMart","Getting Started"
"3699",73826,241,2021-03-19,"Belgium","KaggleMart","Recipe Book"
"3700",73827,396,2021-03-19,"Belgium","KaggleMart","For Kids: One Smart Goose"
"3701",73828,153,2021-03-19,"Belgium","KaggleRama","Advanced Techniques"
"3702",73829,95,2021-03-19,"Belgium","KaggleRama","Getting Started"
"3703",73830,84,2021-03-19,"Belgium","KaggleRama","Recipe Book"
"3704",73831,147,2021-03-19,"Belgium","KaggleRama","For Kids: One Smart Goose"
"3705",73832,700,2021-03-19,"France","KaggleMart","Advanced Techniques"
"3706",73833,327,2021-03-19,"France","KaggleMart","Getting Started"
"3707",73834,285,2021-03-19,"France","KaggleMart","Recipe Book"
"3708",73835,718,2021-03-19,"France","KaggleMart","For Kids: One Smart Goose"
"3709",73836,190,2021-03-19,"France","KaggleRama","Advanced Techniques"
"3710",73837,106,2021-03-19,"France","KaggleRama","Getting Started"
"3711",73838,92,2021-03-19,"France","KaggleRama","Recipe Book"
"3712",73839,169,2021-03-19,"France","KaggleRama","For Kids: One Smart Goose"
"3713",73840,470,2021-03-19,"Germany","KaggleMart","Advanced Techniques"
"3714",73841,287,2021-03-19,"Germany","KaggleMart","Getting Started"
"3715",73842,237,2021-03-19,"Germany","KaggleMart","Recipe Book"
"3716",73843,422,2021-03-19,"Germany","KaggleMart","For Kids: One Smart Goose"
"3717",73844,166,2021-03-19,"Germany","KaggleRama","Advanced Techniques"
"3718",73845,93,2021-03-19,"Germany","KaggleRama","Getting Started"
"3719",73846,82,2021-03-19,"Germany","KaggleRama","Recipe Book"
"3720",73847,137,2021-03-19,"Germany","KaggleRama","For Kids: One Smart Goose"
"3721",73848,932,2021-03-19,"Italy","KaggleMart","Advanced Techniques"
"3722",73849,382,2021-03-19,"Italy","KaggleMart","Getting Started"
"3723",73850,384,2021-03-19,"Italy","KaggleMart","Recipe Book"
"3724",73851,667,2021-03-19,"Italy","KaggleMart","For Kids: One Smart Goose"
"3725",73852,323,2021-03-19,"Italy","KaggleRama","Advanced Techniques"
"3726",73853,132,2021-03-19,"Italy","KaggleRama","Getting Started"
"3727",73854,131,2021-03-19,"Italy","KaggleRama","Recipe Book"
"3728",73855,211,2021-03-19,"Italy","KaggleRama","For Kids: One Smart Goose"
"3729",73856,4298,2021-03-19,"Poland","KaggleMart","Advanced Techniques"
"3730",73857,1684,2021-03-19,"Poland","KaggleMart","Getting Started"
"3731",73858,1737,2021-03-19,"Poland","KaggleMart","Recipe Book"
"3732",73859,2292,2021-03-19,"Poland","KaggleMart","For Kids: One Smart Goose"
"3733",73860,1062,2021-03-19,"Poland","KaggleRama","Advanced Techniques"
"3734",73861,439,2021-03-19,"Poland","KaggleRama","Getting Started"
"3735",73862,507,2021-03-19,"Poland","KaggleRama","Recipe Book"
"3736",73863,714,2021-03-19,"Poland","KaggleRama","For Kids: One Smart Goose"
"3737",73864,919,2021-03-19,"Spain","KaggleMart","Advanced Techniques"
"3738",73865,479,2021-03-19,"Spain","KaggleMart","Getting Started"
"3739",73866,532,2021-03-19,"Spain","KaggleMart","Recipe Book"
"3740",73867,684,2021-03-19,"Spain","KaggleMart","For Kids: One Smart Goose"
"3741",73868,336,2021-03-19,"Spain","KaggleRama","Advanced Techniques"
"3742",73869,168,2021-03-19,"Spain","KaggleRama","Getting Started"
"3743",73870,178,2021-03-19,"Spain","KaggleRama","Recipe Book"
"3744",73871,245,2021-03-19,"Spain","KaggleRama","For Kids: One Smart Goose"
"3745",73872,498,2021-03-20,"Belgium","KaggleMart","Advanced Techniques"
"3746",73873,291,2021-03-20,"Belgium","KaggleMart","Getting Started"
"3747",73874,262,2021-03-20,"Belgium","KaggleMart","Recipe Book"
"3748",73875,440,2021-03-20,"Belgium","KaggleMart","For Kids: One Smart Goose"
"3749",73876,173,2021-03-20,"Belgium","KaggleRama","Advanced Techniques"
"3750",73877,103,2021-03-20,"Belgium","KaggleRama","Getting Started"
"3751",73878,92,2021-03-20,"Belgium","KaggleRama","Recipe Book"
"3752",73879,161,2021-03-20,"Belgium","KaggleRama","For Kids: One Smart Goose"
"3753",73880,823,2021-03-20,"France","KaggleMart","Advanced Techniques"
"3754",73881,365,2021-03-20,"France","KaggleMart","Getting Started"
"3755",73882,314,2021-03-20,"France","KaggleMart","Recipe Book"
"3756",73883,836,2021-03-20,"France","KaggleMart","For Kids: One Smart Goose"
"3757",73884,216,2021-03-20,"France","KaggleRama","Advanced Techniques"
"3758",73885,118,2021-03-20,"France","KaggleRama","Getting Started"
"3759",73886,102,2021-03-20,"France","KaggleRama","Recipe Book"
"3760",73887,186,2021-03-20,"France","KaggleRama","For Kids: One Smart Goose"
"3761",73888,547,2021-03-20,"Germany","KaggleMart","Advanced Techniques"
"3762",73889,309,2021-03-20,"Germany","KaggleMart","Getting Started"
"3763",73890,254,2021-03-20,"Germany","KaggleMart","Recipe Book"
"3764",73891,457,2021-03-20,"Germany","KaggleMart","For Kids: One Smart Goose"
"3765",73892,186,2021-03-20,"Germany","KaggleRama","Advanced Techniques"
"3766",73893,101,2021-03-20,"Germany","KaggleRama","Getting Started"
"3767",73894,94,2021-03-20,"Germany","KaggleRama","Recipe Book"
"3768",73895,150,2021-03-20,"Germany","KaggleRama","For Kids: One Smart Goose"
"3769",73896,1097,2021-03-20,"Italy","KaggleMart","Advanced Techniques"
"3770",73897,419,2021-03-20,"Italy","KaggleMart","Getting Started"
"3771",73898,452,2021-03-20,"Italy","KaggleMart","Recipe Book"
"3772",73899,751,2021-03-20,"Italy","KaggleMart","For Kids: One Smart Goose"
"3773",73900,408,2021-03-20,"Italy","KaggleRama","Advanced Techniques"
"3774",73901,148,2021-03-20,"Italy","KaggleRama","Getting Started"
"3775",73902,150,2021-03-20,"Italy","KaggleRama","Recipe Book"
"3776",73903,242,2021-03-20,"Italy","KaggleRama","For Kids: One Smart Goose"
"3777",73904,5173,2021-03-20,"Poland","KaggleMart","Advanced Techniques"
